,id_acidente,id_vitima,id_veiculo,sexo,idade,tipo_vitima,classificacao,tipo_veiculo,estado_alcoolizacao,escolaridade,data_obito,data_ocorrencia,latitude_x,longitude_x,end_x,geocode_x,cadloga,cadlogb,alt_num,referencia,data,cod_acid,dp,talao,feridos,mortos,distrito_atz,princ_a,princ_b,tipo_acidente,automovel,moto,onibus,caminhao,bicicleta,moto_taxi,onibus_fretado,onibus_urbano,microonibus,van,vuc,caminhonete,carreta,jipe,outros,sem_info,carroca,latitude_y,longitude_y,end_y,geocode_y,flag_cruzamento
463,D031600222,1,3.0,F,28,CD,F,AU,BR,5,,2016-03-24 08:30,-23.64846,-46.67682,"AV WASHINGTON LUIS, 3283",MapInfo CET,19931,,3283,,2016-03-24 08:30,2,11,3182,1,0,SO2,19931.0,,CO,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-23.648469,-46.676826,"AV WASHINGTON LUIS, 3283",MapInfo CET,False
464,D031600344,1,2.0,F,10,CD,F,BI,BR,8,,2016-03-16 14:09,-23.666829999999997,-46.77563,"RUA SOLIDARIEDADE, 150",MapInfo CET,44486,,150,,2016-03-16 14:09,2,47,2532,1,0,SO3,44486.0,,CO,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-23.666833999999998,-46.775636,"RUA SOLIDARIEDADE, 150",MapInfo CET,False
465,D031600152,1,2.0,F,21,CD,F,BI,BR,8,,2016-03-17 14:00,-23.632360000000002,-46.69145,"AV ADOLFO PINHEIRO, 2610",MapInfo CET,222,,2610,,2016-03-17 14:00,2,11,2712,1,0,SO2,222.0,,CO,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-23.632368,-46.691451,"AV ADOLFO PINHEIRO, 2610",MapInfo CET,False
466,D031600354,1,1.0,F,36,CD,F,BI,BR,5,,2016-03-28 09:20,-23.530720000000002,-46.43015,"RUA MARGARIDA CRISTINA BAUMANN, 567",MapInfo CET,12996,,567,,2016-03-28 09:20,2,68,984,1,0,LE3,12996.0,,QB,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-23.530724,-46.430158,"RUA MARGARIDA CRISTINA BAUMANN, 567",MapInfo CET,False
467,D031600346,2,2.0,F,16,PS,F,BI,BR,3,,2016-03-14 08:10,-23.51841,-46.58413,RUA MAGARINOS TORRES AND RUA DR AFONSO VERGUEIRO,MapInfo CET,13008,293.0,,,2016-03-14 08:10,2,19,795,2,0,CN2,293.0,13008.0,CO,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-23.518414,-46.584134000000006,RUA MAGARINOS TORRES X RUA DR AFONSO VERGUEIRO,MapInfo CET,True
468,D061600964,1,2.0,F,62,CD,F,BI,BR,1,,2016-06-09 11:41,-23.481460000000002,-46.57132,"AV MENDES DA ROCHA, 618",MapInfo CET,13822,,618,,2016-06-09 11:41,2,73,1583,1,0,CN2,13822.0,,CT,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-23.481465,-46.571323,"AV MENDES DA ROCHA, 618",MapInfo CET,False
469,D061600990,1,1.0,F,23,PS,F,MO,BR,3,,2016-06-10 14:04,-23.48913,-46.47952,"AV PARANAGUA, 1891",MapInfo CET,15467,,1891,,2016-06-10 14:04,2,62,1995,1,0,LE2,15467.0,,CO,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-23.489135,-46.479521000000005,"AV PARANAGUA, 1891",MapInfo CET,False
470,D061600270,1,1.0,F,73,PD,F,BI,BR,3,,2016-06-07 16:44,-23.47419,-46.67029,"AV ITABERABA, 5015",MapInfo CET,9420,,5015,,2016-06-07 16:44,4,28,5040,1,0,NO2,9420.0,,AT,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-23.474195,-46.670293,"AV ITABERABA, 5015",MapInfo CET,False
471,D021601096,1,2.0,F,32,CD,F,BI,BR,4,,2016-02-01 06:30,-23.50098,-46.70636,"AV GAL EDGAR FACO, 648",MapInfo CET,5947,,648,,2016-02-01 06:30,2,28,410,1,0,NO1,5947.0,,CO,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-23.500989,-46.706364,"AV GAL EDGAR FACO, 648",MapInfo CET,False
472,D021601249,1,1.0,F,84,PD,F,BI,BR,3,,2016-02-04 11:30,-23.718529999999998,-46.68828,"RUA RAIMUNDO AMARO DOS SANTOS, 51",MapInfo CET,22083,,51,,2016-02-04 11:30,4,48,364,1,0,SU3,22083.0,,AT,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-23.718539,-46.688289000000005,"RUA RAIMUNDO AMARO DOS SANTOS, 51",MapInfo CET,False
473,D021600040,1,3.0,F,36,CD,F,AU,BR,3,,2016-02-21 15:20,-23.49316,-46.41398,"AV ESTRELA DA NOITE, 500",MapInfo CET,64141,,500,,2016-02-21 15:20,2,59,2006,2,0,LE2,64141.0,,SI,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-23.493161999999998,-46.413988,"AV ESTRELA DA NOITE, 500",MapInfo CET,False
474,D021600005,2,4.0,F,31,CD,F,BI,BR,7,,2016-02-09 23:20,-23.52978,-46.74746,"AV DAS NACOES UNIDAS, 1181",MapInfo CET,6238,,1181,,2016-02-09 23:20,2,92,1390,3,0,PB,13014.0,,CO,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,-23.529783,-46.747464,"AV DAS NACOES UNIDAS, 1181",MapInfo CET,False
475,D021600597,1,2.0,F,28,CD,F,BI,BR,5,,2016-02-15 08:45,-23.6593,-46.64306,"RUA DOS GUASSATUNGAS, 88",MapInfo CET,8423,,88,,2016-02-15 08:45,2,97,274,1,0,SU3,8423.0,,CO,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-23.659307000000002,-46.643068,"RUA DOS GUASSATUNGAS, 88",MapInfo CET,False
476,D021600730,1,2.0,F,44,CD,F,BI,BR,5,,2016-02-12 10:00,-23.57518,-46.54098,"RUA LUIZ DA SILVA, 10",MapInfo CET,72468,,10,,2016-02-12 10:00,2,20,1599,1,0,SE1,72468.0,,CO,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-23.575186,-46.540989,"RUA LUIZ DA SILVA, 10",MapInfo CET,False
477,D021600742,1,2.0,F,34,CD,F,BI,BR,3,,2016-02-04 14:40,-23.63278,-46.69876,RUA INACIO BORBA AND RUA AMERICO BRASILIENSE,MapInfo CET,9103,1085.0,,,2016-02-04 14:40,2,11,1566,1,0,SO2,1085.0,9103.0,CO,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-23.632785000000002,-46.698763,RUA INACIO BORBA X RUA AMERICO BRASILIENSE,MapInfo CET,True
478,D011600007,1,2.0,F,68,CD,F,BI,BR,8,,2016-01-28 21:33,-23.55689,-46.676790000000004,RUA TEODORO SAMPAIO AND RUA ALVES GUIMARAES,MapInfo CET,18813,921.0,,,2016-01-28 21:33,2,23,852,1,0,OE1,921.0,18813.0,CO,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-23.55689,-46.676790999999994,RUA TEODORO SAMPAIO X RUA ALVES GUIMARAES,MapInfo CET,True
479,D051600287,2,3.0,F,10,CD,F,BI,BR,2,,2016-05-14 16:37,-23.562910000000002,-46.62415,"RUA FRANCISCO JUSTINO DE AZEVEDO, 63",MapInfo CET,7471,,63,,2016-05-14 16:37,2,6,3551,2,0,SU1,7471.0,,CO,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,-23.562915,-46.624151,"RUA FRANCISCO JUSTINO DE AZEVEDO, 63",MapInfo CET,False
480,D051600287,1,2.0,F,8,CD,F,BI,BR,2,,2016-05-14 16:37,-23.562910000000002,-46.62415,"RUA FRANCISCO JUSTINO DE AZEVEDO, 63",MapInfo CET,7471,,63,,2016-05-14 16:37,2,6,3551,2,0,SU1,7471.0,,CO,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,-23.562915,-46.624151,"RUA FRANCISCO JUSTINO DE AZEVEDO, 63",MapInfo CET,False
481,D051600220,1,1.0,F,39,CD,F,BI,BR,6,,2016-05-11 17:50,-23.5632,-46.69702,"RUA PDE CARVALHO, 408",MapInfo CET,4511,,408,,2016-05-11 17:50,2,14,4152,1,0,OE1,4511.0,,CO,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-23.563209,-46.697022,"RUA PDE CARVALHO, 408",MapInfo CET,False
482,D011601101,1,1.0,F,62,PD,F,BI,BR,3,,2016-01-04 18:35,-23.66672,-46.78164,"ESTRADA DE ITAPECERICA, 5859",MapInfo CET,9529,,5859,,2016-01-04 18:35,4,47,105,2,0,SO3,9529.0,,AT,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-23.666724,-46.781645000000005,"ESTRADA DE ITAPECERICA, 5859",MapInfo CET,False
483,D011601371,1,1.0,F,32,CD,F,BI,BR,5,,2016-01-14 22:00,-23.714389999999998,-46.71522,"AV ALCINDO FERREIRA, 2",MapInfo CET,4559,,2,,2016-01-14 22:00,2,48,1016,1,0,SU4,4559.0,,QB,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-23.714389999999998,-46.715226,"AV ALCINDO FERREIRA, 2",MapInfo CET,False
484,D011600458,1,2.0,F,34,CD,F,BI,BR,8,,2016-01-07 09:11,-23.61433,-46.64338,ALAMEDA DOS GUATAS AND AV JOSE MARIA WHITAKER,MapInfo CET,8432,26501.0,,,2016-01-07 09:11,2,16,187,1,0,SU2,8432.0,26501.0,CL,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,-23.614338,-46.643384999999995,ALAMEDA DOS GUATAS X AV JOSE MARIA WHITAKER,MapInfo CET,True
485,D041601051,1,2.0,F,26,CD,F,BI,BR,5,,2016-04-02 13:30,-23.59835,-46.60437,"RUA CLEMENTE PEREIRA, 90",MapInfo CET,5083,,90,,2016-04-02 13:30,2,17,991,1,0,SE2,5083.0,,CO,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-23.598356,-46.60437,"RUA CLEMENTE PEREIRA, 90",MapInfo CET,False
486,D041600496,1,2.0,F,29,CD,F,BI,BR,5,,2016-04-08 11:22,-23.589370000000002,-46.57829,"AV ZELINA, 577",MapInfo CET,20059,,577,,2016-04-08 11:22,2,56,2054,1,0,SE2,20059.0,,CO,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-23.589374,-46.578294,"AV ZELINA, 577",MapInfo CET,False
487,D041600834,1,2.0,F,16,CD,F,BI,BR,3,,2016-04-01 23:35,-23.571089999999998,-46.559490000000004,"RUA FLORIO, 163",MapInfo CET,7245,,163,,2016-04-01 23:35,2,29,1888,1,0,SE1,7245.0,,CO,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,-23.571096,-46.559495,"RUA FLORIO, 163",MapInfo CET,False
488,D041601128,1,1.0,F,20,CD,F,BI,BR,8,,2016-04-23 19:29,-23.524620000000002,-46.64499,"RUA BARRA DO TIBAJI, 739",MapInfo CET,2864,,739,,2016-04-23 19:29,2,2,2583,1,0,CN1,2864.0,,CO,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-23.524623000000002,-46.644991,"RUA BARRA DO TIBAJI, 739",MapInfo CET,False
489,D041600054,1,2.0,F,52,CD,F,BI,BR,7,,2016-04-21 18:00,-23.59291,-46.74096,"RUA PIRAJUSSARA, 3891",MapInfo CET,16340,,3891,,2016-04-21 18:00,2,34,1301,1,0,OE3,16340.0,,CO,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-23.592913,-46.740968,"RUA PIRAJUSSARA, 3891",MapInfo CET,False
490,D031601264,1,2.0,F,49,CD,F,BI,BR,3,,2016-03-26 15:29,-23.51514,-46.57285,"RUA SOLD FRANCISCO TAMBORIM, 70",MapInfo CET,7565,,70,,2016-03-26 15:29,2,90,3159,1,0,CN2,7565.0,,CO,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-23.515145999999998,-46.572858000000004,"RUA SOLD FRANCISCO TAMBORIM, 70",MapInfo CET,False
491,D031601227,1,2.0,F,38,CD,F,BI,BR,3,,2016-03-09 07:20,-23.48037,-46.42604,"AV KUMAKI AOKI, 364",MapInfo CET,21594,,364,,2016-03-09 07:20,2,22,785,1,0,LE2,21594.0,,CO,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-23.480375,-46.426043,"AV KUMAKI AOKI, 364",MapInfo CET,False
492,D091601161,2,1.0,F,13,PD,F,AU,BR,8,,2016-09-10 14:06,-23.45608,-46.592929999999996,"RUA MARIA AMALIA LOPES AZEVEDO, 2360",MapInfo CET,13133,,2360,,2016-09-10 14:06,4,73,9335,2,0,CN2,13133.0,,AT,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-23.456084,-46.592936,"RUA MARIA AMALIA LOPES AZEVEDO, 2360",MapInfo CET,False
493,D091600162,1,2.0,F,39,CD,F,BI,BR,7,,2016-09-18 20:00,-23.57514,-46.639959999999995,"RUA VERGUEIRO, 1515",MapInfo CET,19583,,1515,,2016-09-18 20:00,2,36,8503,1,0,SU1,19583.0,,CO,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-23.575143,-46.639969,"RUA VERGUEIRO, 1515",MapInfo CET,False
494,D091600392,1,2.0,F,20,CD,F,BI,BR,6,,2016-09-05 12:30,-23.66251,-46.68157,"AV SARG GERALDO SANT'ANA, 901",MapInfo CET,7917,,901,,2016-09-05 12:30,2,99,3104,1,0,SU3,7917.0,,CT,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-23.662518,-46.681576,"AV SARG GERALDO SANT'ANA, 901",MapInfo CET,False
495,D091600207,1,2.0,F,43,CD,F,BI,BR,7,,2016-09-15 12:15,-23.60728,-46.68697,"RUA GUARARAPES, 1100",MapInfo CET,8376,,1100,,2016-09-15 12:15,2,96,3191,2,0,SO1,8376.0,,CO,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,-23.607286,-46.686972,"RUA GUARARAPES, 1100",MapInfo CET,False
496,D111600291,1,2.0,F,22,CD,F,BI,BR,3,,2016-11-01 13:00,-23.49673,-46.62637,"RUA VOLUNTARIOS DA PATRIA, 2525",MapInfo CET,19884,,2525,,2016-11-01 13:00,2,13,10370,1,0,CN2,19884.0,,CV,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,-23.496739,-46.626374,"RUA VOLUNTARIOS DA PATRIA, 2525",MapInfo CET,False
497,D071600513,1,2.0,F,SI,CD,F,BI,BR,8,,2016-07-28 14:00,-23.64285,-46.641290000000005,"AV ENG ARMANDO DE ARRUDA PEREIRA, 1721",MapInfo CET,2235,,1721,,2016-07-28 14:00,2,35,3662,1,0,SU1,2235.0,,CO,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-23.642853,-46.641295,"AV ENG ARMANDO DE ARRUDA PEREIRA, 1721",MapInfo CET,False
498,D081601342,1,2.0,F,42,CD,F,BI,BR,7,,2016-08-05 10:10,-23.58279,-46.68039,"RUA PROF CARLOS DE CARVALHO, 175",MapInfo CET,4336,,175,,2016-08-05 10:10,2,15,3308,1,0,SO1,4336.0,,CO,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-23.582794,-46.68039,"RUA PROF CARLOS DE CARVALHO, 175",MapInfo CET,False
499,D081600220,2,1.0,F,14,PD,F,MO,BR,8,,2016-08-14 15:33,-23.48164,-46.66778,"AV JOAO DOS SANTOS ABREU, 600",MapInfo CET,20688,,600,,2016-08-14 15:33,2,40,7665,4,0,CN1,20688.0,,CO,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-23.481645999999998,-46.667781,"AV JOAO DOS SANTOS ABREU, 600",MapInfo CET,False
500,D081600220,3,1.0,F,35,PD,F,MO,BR,8,,2016-08-14 15:33,-23.48164,-46.66778,"AV JOAO DOS SANTOS ABREU, 600",MapInfo CET,20688,,600,,2016-08-14 15:33,2,40,7665,4,0,CN1,20688.0,,CO,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-23.481645999999998,-46.667781,"AV JOAO DOS SANTOS ABREU, 600",MapInfo CET,False
501,D081600220,4,1.0,F,11,PD,F,MO,BR,8,,2016-08-14 15:33,-23.48164,-46.66778,"AV JOAO DOS SANTOS ABREU, 600",MapInfo CET,20688,,600,,2016-08-14 15:33,2,40,7665,4,0,CN1,20688.0,,CO,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-23.481645999999998,-46.667781,"AV JOAO DOS SANTOS ABREU, 600",MapInfo CET,False
502,D081601216,1,2.0,F,33,CD,F,BI,BR,6,,2016-08-19 12:30,-23.57955,-46.67883,"AV NOVE DE JULHO, 5524",MapInfo CET,14804,,5524,,2016-08-19 12:30,2,78,3582,1,0,OE1,14804.0,,CF,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-23.579557,-46.678831,"AV NOVE DE JULHO, 5524",MapInfo CET,False
503,D111600003,1,2.0,F,19,CD,F,BI,BR,8,,2016-11-22 20:22,-23.555670000000003,-46.60375,"RUA DA MOOCA, 2362",MapInfo CET,14213,,2362,,2016-11-22 20:22,2,18,6606,1,0,SE2,14213.0,,CO,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-23.555678,-46.60375,"RUA DA MOOCA, 2362",MapInfo CET,False
504,D081600795,1,2.0,F,41,CD,F,BI,BR,7,,2016-08-02 08:20,-23.58155,-46.66944,"AV S GABRIEL, 174",MapInfo CET,7671,,174,,2016-08-02 08:20,2,15,3215,1,0,SO1,7671.0,,CL,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-23.581552,-46.66944,"AV S GABRIEL, 174",MapInfo CET,False
505,D121600475,1,2.0,F,30,CD,F,BI,BR,7,,2016-12-02 13:37,-23.554570000000002,-46.69368,"RUA DELFINA, 20",MapInfo CET,5764,,20,,2016-12-02 13:37,2,14,10586,1,0,OE1,5764.0,,CL,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-23.554579,-46.69368,"RUA DELFINA, 20",MapInfo CET,False
506,D121600832,1,1.0,F,53,CD,F,BI,BR,5,,2016-12-02 09:54,-23.50529,-46.493590000000005,"AV OLAVO EGIDIO DE SOUZA ARANHA, 368",MapInfo CET,14917,,368,,2016-12-02 09:54,2,62,4067,1,0,LE2,14917.0,,QB,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-23.505295,-46.493598,"AV OLAVO EGIDIO DE SOUZA ARANHA, 368",MapInfo CET,False
507,D121600763,1,1.0,F,20,CD,F,BI,BR,5,,2016-12-12 07:00,-23.609370000000002,-46.694379999999995,"AV ENG LUIS CARLOS BERRINI, 1400",MapInfo CET,12193,,1400,,2016-12-12 07:00,2,96,4248,1,0,SO1,12193.0,,QB,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-23.609371,-46.694386,"AV ENG LUIS CARLOS BERRINI, 1400",MapInfo CET,False
508,D071600730,1,2.0,F,45,CD,F,BI,BR,7,,2016-07-04 14:00,-23.56276,-46.72,"AV PROF LINEU PRESTES (C.UNIVERS.), 100",MapInfo CET,99137,,100,,2016-07-04 14:00,2,93,2206,1,0,OE2,99137.0,,CO,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-23.562768,-46.72,"AV PROF LINEU PRESTES (C.UNIVERS.), 100",MapInfo CET,False
509,D071600160,1,1.0,F,17,CD,F,AU,BR,3,,2016-07-25 20:00,-23.63326,-46.458,"TRAVESSA MALVA PAVAO, 156",MapInfo CET,99150,,156,,2016-07-25 20:00,2,55,2080,1,0,SE2,99150.0,,CO,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-23.633268,-46.458006,"TRAVESSA MALVA PAVAO, 156",MapInfo CET,False
510,D071600143,1,1.0,F,64,PD,F,BI,BR,3,,2016-07-11 12:53,-23.449360000000002,-46.57237,"RUA MORRO DO LIVRAMENTO, ",MapInfo CET,9249,,,NC,2016-07-11 12:53,4,73,7097,1,0,CN2,9249.0,,AT,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-23.449368,-46.572371000000004,RUA MORRO DO LIVRAMENTO,MapInfo CET,False
511,D071600334,1,2.0,F,53,CD,F,BI,BR,8,,2016-07-31 08:41,-23.60333,-46.655640000000005,"AV INDIANOPOLIS, 476",MapInfo CET,9159,,476,,2016-07-31 08:41,2,36,7030,1,0,SO1,9159.0,,CO,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-23.603338,-46.655640000000005,"AV INDIANOPOLIS, 476",MapInfo CET,False
512,D071600276,1,1.0,F,56,PD,F,BI,BR,5,,2016-07-20 15:30,-23.56718,-46.751509999999996,"AV OTACILIO TOMANIK, 1499",MapInfo CET,15185,,1499,,2016-07-20 15:30,4,93,3539,1,0,OE2,15185.0,,AT,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-23.567188,-46.751514,"AV OTACILIO TOMANIK, 1499",MapInfo CET,False
513,D071601275,2,1.0,F,5,PD,F,BI,BR,8,,2016-07-09 16:20,-23.54429,-46.6473,"VEL PRES ARTHUR DA COSTA E SILVA, 300",MapInfo CET,5431,,300,,2016-07-09 16:20,4,77,4366,2,0,CN3,5431.0,,AT,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-23.544295,-46.6473,"VEL PRES ARTHUR DA COSTA E SILVA, 300",MapInfo CET,False
514,D011700268,1,2.0,F,SI,CD/PS,F,BI,SI,8,,2017-01-08 16:30,-23.48882,-46.59134,"AVENIDA   BOSCHETTI, 450",MapInfo CET,3515,,450,,2017-01-08 16:30,2,39,297,2,0,92,3515.0,,CO,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-23.488822,-46.591342,"AVENIDA   BOSCHETTI, 450",MapInfo CET,False
515,D011700727,1,2.0,F,58,CD/PS,F,BI,SI,3,,2017-01-15 16:10,-23.59026,-46.67426,"RUA DR  ALCEU DE CAMPOS RODRIGUES, 200",MapInfo CET,39132,,200,,2017-01-15 16:10,2,15,245,1,0,35,39132.0,,CO,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-23.59026,-46.674262,"RUA DR  ALCEU DE CAMPOS RODRIGUES, 200",MapInfo CET,False
516,D011700767,1,2.0,F,15,CD/PS,F,CA,SI,8,,2017-01-10 18:00,-23.45081,-46.58502,"RUA  DOS FILHOS DA TERRA, 868",MapInfo CET,45241,,868,,2017-01-10 18:00,2,73,372,1,0,81,45241.0,,CO,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-23.450817,-46.585024,"RUA  DOS FILHOS DA TERRA, 868",MapInfo CET,False
517,D021700184,1,2.0,F,30,CD/PS,F,BI,SI,5,,2017-02-21 09:20,-23.5656,-46.712340000000005,"RUA   ALVARENGA, 1701",MapInfo CET,855,,1701,,2017-02-21 09:20,2,51,523,1,0,12,855.0,,CO,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-23.565606,-46.712346000000004,"RUA   ALVARENGA, 1701",MapInfo CET,False
518,D021700631,1,2.0,F,25,CD/PS,F,BI,SI,5,,2017-02-20 13:30,-23.54616,-46.734770000000005,"AVENIDA ENG  BILLINGS, 2185",MapInfo CET,3376,,2185,,2017-02-20 13:30,2,93,815,1,0,41,13014.0,,CO,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,-23.546167,-46.734778000000006,"AVENIDA ENG  BILLINGS, 2185",MapInfo CET,False
519,D021700848,1,2.0,F,41,CD/PS,F,BI,SI,2,,2017-02-15 08:20,-23.4523,-46.6019,"AVENIDA CEL  SEZEFREDO FAGUNDES, 3005",MapInfo CET,18151,,3005,,2017-02-15 08:20,2,20,1592,1,0,81,18151.0,,CO,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-23.452302,-46.601901,"AVENIDA CEL  SEZEFREDO FAGUNDES, 3005",MapInfo CET,False
520,D021700855,1,2.0,F,32,CD/PS,F,BI,SI,8,,2017-02-08 19:50,-23.5329,-46.66446,RUA DR  CANDIDO ESPINHEIRA X RUA   CARDOSO DE ALMEIDA,MapInfo CET,4103,4248.0,0,,2017-02-08 19:50,2,23,727,1,0,6,4103.0,4248.0,CO,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-23.532907,-46.664466,RUA DR  CANDIDO ESPINHEIRA X RUA   CARDOSO DE ALMEIDA,MapInfo CET,True
521,D021700907,1,2.0,F,37,CD/PS,F,BI,SI,5,,2017-02-19 10:00,-23.50216,-46.721740000000004,"AVENIDA   RAIMUNDO PEREIRA DE MAGAL., 1700",MapInfo CET,16838,,1700,,2017-02-19 10:00,2,87,703,1,0,63,16838.0,,CO,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,-23.50216,-46.721748999999996,"AVENIDA   RAIMUNDO PEREIRA DE MAGAL., 1700",MapInfo CET,False
522,D031700389,1,2.0,F,36,CD/PS,F,BI,SI,8,,2017-03-28 21:00,-23.5733,-46.65704,"RUA   GUARARA, 150",MapInfo CET,8374,,150,,2017-03-28 21:00,2,78,3451,1,0,45,8374.0,,CO,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-23.573307,-46.657049,"RUA   GUARARA, 150",MapInfo CET,False
523,D031700420,2,2.0,F,24,CD/PS,F,BI,SI,5,,2017-03-09 07:20,-23.56109,-46.48381,"AVENIDA   OSVALDO VALLE CORDEIRO, 145",MapInfo CET,22268,,145,,2017-03-09 07:20,2,66,898,2,0,24,22268.0,,CO,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-23.561095,-46.483819,"AVENIDA   OSVALDO VALLE CORDEIRO, 145",MapInfo CET,False
524,D031700645,1,1.0,F,38,CD/PS,F,BI,SI,3,,2017-03-30 17:00,-23.598029999999998,-46.67839,"AVENIDA   HELIO PELEGRINO, 148",MapInfo CET,19295,,148,,2017-03-30 17:00,2,96,2818,1,0,35,19295.0,,CO,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,-23.598036999999998,-46.678391999999995,"AVENIDA   HELIO PELEGRINO, 148",MapInfo CET,False
525,D031700758,1,2.0,F,30,CD/PS,F,BI,SI,5,,2017-03-02 16:00,-23.54244,-46.676970000000004,"AVENIDA   SUMARE, 1500",MapInfo CET,18519,,1500,,2017-03-02 16:00,2,23,1432,1,0,60,18519.0,,CO,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-23.542447,-46.676972,"AVENIDA   SUMARE, 1500",MapInfo CET,False
526,D041700362,1,2.0,F,23,CD/PS,F,BI,SI,6,,2017-04-30 18:50,-23.455029999999997,-46.68156,"RUA   BERNARDO DE VERA, 120",MapInfo CET,40010,,120,,2017-04-30 18:50,2,72,3360,1,0,11,40010.0,,CO,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-23.455034,-46.681569,"RUA   BERNARDO DE VERA, 120",MapInfo CET,False
527,D041700850,1,2.0,F,SI,CD/PS,F,BI,SI,3,,2017-04-09 19:03,-23.440739999999998,-46.58153,"RUA   FRANCESCO MANFREDINI, 38",MapInfo CET,17206,,38,,2017-04-09 19:03,2,73,3609,1,0,81,17206.0,,CO,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-23.440739999999998,-46.581538,"RUA   FRANCESCO MANFREDINI, 38",MapInfo CET,False
