,id_acidente,id_vitima,id_veiculo,sexo,idade,tipo_vitima,classificacao,tipo_veiculo,estado_alcoolizacao,escolaridade,data_obito,data_ocorrencia,latitude_x,longitude_x,end_x,geocode_x,cadloga,cadlogb,alt_num,referencia,data,cod_acid,dp,talao,feridos,mortos,distrito_atz,princ_a,princ_b,tipo_acidente,automovel,moto,onibus,caminhao,bicicleta,moto_taxi,onibus_fretado,onibus_urbano,microonibus,van,vuc,caminhonete,carreta,jipe,outros,sem_info,carroca,latitude_y,longitude_y,end_y,geocode_y,flag_cruzamento
333,D041401525,2,1.0,F,18,PS,F,MO,BR,5,,2014-04-01 08:30,-23.77395,-46.699909999999996,"AV PAULO GUILGUER REIMBERG, 2140",MapInfo CET,32541,,2140,,2014-04-01 08:30,2,25,1067,2,0,SU3,32541.0,,SI,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-23.773959,-46.699913,"AV PAULO GUILGUER REIMBERG, 2140",MapInfo CET,False
334,D041402047,1,2.0,F,10,CD,F,BI,BR,1,,2014-04-12 17:30,-23.59136,-46.49463,"RUA PDE LUIS ROSSI, 381",MapInfo CET,12297,,381,,2014-04-12 17:30,2,69,3839,1,0,SE1,12297.0,,CO,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-23.591361,-46.494634000000005,"RUA PDE LUIS ROSSI, 381",MapInfo CET,False
335,D051400020,1,1.0,F,60,PD,F,BI,BR,3,,2014-05-11 11:00,-23.55198,-46.63578,"VIADUTO DONA PAULINA, 20",MapInfo CET,15635,,20,,2014-05-11 11:00,4,1,3853,1,0,CN3,15635.0,,AT,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-23.551987,-46.63578,"VIADUTO DONA PAULINA, 20",MapInfo CET,False
336,D051400441,1,1.0,F,41,CD,F,BI,BR,5,,2014-05-21 11:00,-23.55654,-46.71308,"AV DAS NACOES UNIDAS, 5196",MapInfo CET,6238,,5196,,2014-05-21 11:00,2,96,4928,1,0,PB,13014.0,,OU,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-23.556548,-46.713082,"AV DAS NACOES UNIDAS, 5196",MapInfo CET,False
337,D051400506,1,1.0,F,19,PD,F,BI,BR,5,,2014-05-12 19:30,-23.55971,-46.676840000000006,RUA CRISTIANO VIANA AND RUA ARTUR DE AZEVEDO,MapInfo CET,5507,2350.0,,,2014-05-12 19:30,4,14,2362,1,0,OE1,2350.0,5507.0,AT,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-23.559713000000002,-46.676840999999996,RUA CRISTIANO VIANA X RUA ARTUR DE AZEVEDO,MapInfo CET,True
338,D051400710,1,1.0,F,57,PD,F,BI,BR,3,,2014-05-23 16:09,-23.62687,-46.76037,"RUA DIOGO MARTINS, 105",MapInfo CET,5914,,105,,2014-05-23 16:09,4,37,4564,1,0,OE3,5914.0,,AT,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-23.626878,-46.760378,"RUA DIOGO MARTINS, 105",MapInfo CET,False
339,D051400905,3,2.0,F,02,PS,F,BI,BR,8,,2014-05-21 19:44,-23.51309,-46.60792,RUA DOZE DE SETEMBRO AND RUA CEL ANTONIO FERRAZ,MapInfo CET,6099,1711.0,,,2014-05-21 19:44,2,9,5433,3,0,CN2,1711.0,6099.0,CO,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-23.513099,-46.607924,RUA DOZE DE SETEMBRO X RUA CEL ANTONIO FERRAZ,MapInfo CET,True
340,D051400992,2,1.0,F,19,PS,F,BI,BR,3,,2014-05-31 20:00,-23.45662,-46.59445,"RUA MARIA AMALIA LOPES AZEVEDO, 44",MapInfo CET,13133,,44,,2014-05-31 20:00,2,20,5773,2,0,CN2,13133.0,,CF,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-23.456622,-46.59445,"RUA MARIA AMALIA LOPES AZEVEDO, 44",MapInfo CET,False
341,D051401466,2,2.0,F,06,CD,F,BI,BR,2,,2014-05-17 18:30,-23.68189,-46.783879999999996,"RUA CANDIDO LUSITANO, 249",MapInfo CET,70943,,249,,2014-05-17 18:30,2,47,5688,2,0,SO3,70943.0,,CO,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,-23.681898,-46.783888,"RUA CANDIDO LUSITANO, 249",MapInfo CET,False
342,D061400325,1,1.0,F,67,PD,F,BI,BR,5,,2014-06-19 10:15,-23.6163,-46.673970000000004,AV VER JOSE DINIZ AND RUA DEMOSTENES,MapInfo CET,10918,17518.0,,,2014-06-19 10:15,4,27,5923,1,0,SO2,10918.0,17518.0,AT,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-23.616303,-46.673970000000004,AV VER JOSE DINIZ X RUA DEMOSTENES,MapInfo CET,True
343,D061400420,1,1.0,F,SI,CD,F,BI,BR,8,,2014-06-03 23:55,-23.598760000000002,-46.59702,AV JUNTAS PROVISORIAS AND RUA DO GRITO,QGIS Google,11379,8224.0,,,2014-06-03 23:55,2,95,6584,1,0,SU1,8224.0,11379.0,CO,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-23.598760000000002,-46.597026,AV JUNTAS PROVISORIAS X RUA DO GRITO,QGIS Google,True
344,D061400533,1,2.0,F,56,CD,F,BI,BR,5,,2014-06-16 20:00,-23.67391,-46.70093,"AV DAS NACOES UNIDAS, 22000",MapInfo CET,6238,,22000,,2014-06-16 20:00,2,14,7488,1,0,PB,13014.0,,CL,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-23.67391,-46.70093,"AV DAS NACOES UNIDAS, 22000",MapInfo CET,False
345,D061400596,1,2.0,F,16,CD,F,BI,BR,4,,2014-06-23 18:10,-23.53172,-46.6638,"AV FRANCISCO MATARAZZO, 59",MapInfo CET,7491,,59,,2014-06-23 18:10,2,23,4616,1,0,NO1,7491.0,,CO,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-23.531726000000003,-46.663807,"AV FRANCISCO MATARAZZO, 59",MapInfo CET,False
346,D061400658,1,1.0,F,51,PS,F,AU,BR,7,,2014-06-03 06:39,-23.64886,-46.75414,"ESTRADA DE ITAPECERICA, 2573",MapInfo CET,9529,,2573,,2014-06-03 06:39,2,37,3240,1,0,SO3,9529.0,,CO,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-23.648867000000003,-46.75414,"ESTRADA DE ITAPECERICA, 2573",MapInfo CET,False
347,D061401294,1,1.0,F,32,CD,F,BI,BR,5,,2014-06-05 19:50,-23.58742,-46.53248,"AV SAPOPEMBA, 6290",MapInfo CET,17824,,6290,,2014-06-05 19:50,2,42,3663,1,0,SE2,17824.0,,CH,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-23.587426,-46.532489,"AV SAPOPEMBA, 6290",MapInfo CET,False
348,D061401704,1,2.0,F,50,CD,F,BI,BR,3,,2014-06-22 13:00,-23.51914,-46.51272, AND AV AMADOR BUENO DA VEIGA,MapInfo CET,99006,954.0,,,2014-06-22 13:00,2,24,6128,1,0,LE2,954.0,99006.0,CO,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-23.51914,-46.512722, X AV AMADOR BUENO DA VEIGA,MapInfo CET,True
349,D071400191,1,1.0,F,68,PD,F,BI,BR,7,,2014-07-20 12:20,-23.56174,-46.65593,"AV PAULISTA, 1578",MapInfo CET,15656,,1578,,2014-07-20 12:20,4,78,3686,1,0,OE1,15656.0,,AT,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-23.561741,-46.655934,"AV PAULISTA, 1578",MapInfo CET,False
350,D071400519,1,1.0,F,09,PS,F,BI,BR,2,,2014-07-11 18:25,-23.49543,-46.74653,"AV ELISIO CORDEIRO DE SIQUEIRA, 1200",MapInfo CET,21629,,1200,,2014-07-11 18:25,2,33,5204,1,0,NO1,21629.0,,CO,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-23.495434,-46.746537,"AV ELISIO CORDEIRO DE SIQUEIRA, 1200",MapInfo CET,False
351,D071401404,1,1.0,F,48,CD,F,BI,BR,5,,2014-07-15 21:00,-23.67267,-46.677609999999994,"AV INTERLAGOS, 2972",MapInfo CET,9220,,2972,,2014-07-15 21:00,2,99,8649,1,0,SU2,9220.0,,QM,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-23.672674,-46.677611999999996,"AV INTERLAGOS, 2972",MapInfo CET,False
352,D071401446,1,2.0,F,31,CD,F,BI,BR,3,,2014-07-31 13:00,-23.67558,-46.712270000000004,AV ATLANTICA ANT. ROBERT KENNEDY AND AV DO RIO BONITO,MapInfo CET,2483,17110.0,,,2014-07-31 13:00,2,102,1809,1,0,SU3,2483.0,17110.0,CL,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-23.675587,-46.712278999999995,AV ATLANTICA ANT. ROBERT KENNEDY X AV DO RIO BONITO,MapInfo CET,True
353,D071401588,1,1.0,F,61,PD,F,BI,BR,3,,2014-07-01 06:30,-23.50135,-46.4113,"RUA ARICANGA, 125",MapInfo CET,2185,,125,,2014-07-01 06:30,4,67,1680,1,0,LE3,2185.0,,AT,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-23.501352999999998,-46.411309,"RUA ARICANGA, 125",MapInfo CET,False
354,D081400183,1,1.0,F,61,PD,F,BI,BR,3,,2014-08-19 17:50,-23.52615,-46.61242,"AV BOM JARDIM, 30",MapInfo CET,3445,,30,,2014-08-19 17:50,4,12,4582,1,0,CN2,3445.0,,AT,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-23.526159,-46.612421999999995,"AV BOM JARDIM, 30",MapInfo CET,False
355,D081400311,1,2.0,F,47,CD,F,BI,BR,7,,2014-08-18 11:30,-23.60744,-46.65679,AV DIVINO SALVADOR AND ALAMEDA DOS AICAS,MapInfo CET,5956,388.0,,,2014-08-18 11:30,2,27,3191,1,0,SO1,388.0,5956.0,CO,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-23.607448,-46.656799,AV DIVINO SALVADOR X ALAMEDA DOS AICAS,MapInfo CET,True
356,D081400316,1,2.0,F,32,CD,F,BI,BR,7,,2014-08-02 14:20,-23.60744,-46.65679,"AV DIVINO SALVADOR, 563",MapInfo CET,5956,,563,,2014-08-02 14:20,2,27,7327,1,0,SO1,5956.0,,CO,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-23.607448,-46.656799,"AV DIVINO SALVADOR, 563",MapInfo CET,False
357,D081401876,1,2.0,F,13,CD,F,BI,BR,3,,2014-08-21 14:00,-23.55333,-46.42925,"RUA FASCINACAO, 87",MapInfo CET,99826,,87,,2014-08-21 14:00,2,103,3543,1,0,LE3,99826.0,,CO,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,-23.553337,-46.429257,"RUA FASCINACAO, 87",MapInfo CET,False
358,D091400017,1,1.0,F,54,PD,F,BI,BR,8,,2014-09-15 13:40,-23.54614,-46.6343,"RUA QUINZE DE NOVEMBRO, 318",MapInfo CET,16749,,318,,2014-09-15 13:40,4,1,7307,1,0,CN3,16749.0,,AT,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-23.546148000000002,-46.634301,"RUA QUINZE DE NOVEMBRO, 318",MapInfo CET,False
359,D091400088,1,1.0,F,82,PD,F,BI,BR,8,,2014-09-09 12:54,-23.545720000000003,-46.65772,"AV ANGELICA, 1480",MapInfo CET,1356,,1480,,2014-09-09 12:54,4,4,4634,1,0,OE1,1356.0,,AT,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-23.545722,-46.657722,"AV ANGELICA, 1480",MapInfo CET,False
360,D091400125,1,2.0,F,15,CD,F,BI,BR,5,,2014-09-07 10:30,-23.57718,-46.64075,"RUA VERGUEIRO, 1685",MapInfo CET,19583,,1685,,2014-09-07 10:30,2,5,7584,1,0,SU2,19583.0,,CO,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-23.577182999999998,-46.640758,"RUA VERGUEIRO, 1685",MapInfo CET,False
361,D091400446,1,2.0,F,34,CD,F,BI,BR,7,,2014-09-24 22:00,-23.65749,-46.61716,"AV MIGUEL ESTEFANO, 5500",MapInfo CET,13915,,5500,,2014-09-24 22:00,2,83,1825,1,0,SU1,13915.0,,CO,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-23.657495,-46.617166,"AV MIGUEL ESTEFANO, 5500",MapInfo CET,False
362,D091400548,1,2.0,F,22,CD,F,BI,BR,6,,2014-09-07 09:30,-23.52515,-46.68381,"RUA CLELIA, 140",MapInfo CET,5072,,140,,2014-09-07 09:30,2,7,6464,1,0,NO1,5072.0,,CO,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-23.525152,-46.683811999999996,"RUA CLELIA, 140",MapInfo CET,False
363,D091400983,1,2.0,F,31,CD,F,BI,BR,5,,2014-09-12 14:20,-23.51674,-46.60478,AV GUILHERME AND RUA JOAO VENTURA BATISTA,MapInfo CET,8466,10497.0,,,2014-09-12 14:20,2,9,4167,1,0,CN2,8466.0,10497.0,CO,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-23.516745999999998,-46.604783000000005,AV GUILHERME X RUA JOAO VENTURA BATISTA,MapInfo CET,True
364,D091401142,1,1.0,F,45,CD,F,BI,BR,2,,2014-09-02 10:45,-23.48099,-46.60058,AV GUAPIRA AND AV MAEST VILA LOBOS,MapInfo CET,8320,19716.0,,,2014-09-02 10:45,2,39,3799,1,0,CN2,8320.0,19716.0,CO,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,-23.480991,-46.600583,AV GUAPIRA X AV MAEST VILA LOBOS,MapInfo CET,True
365,D091401408,1,2.0,F,28,CD,F,BI,BR,3,,2014-09-17 05:19,-23.58596,-46.58907,"AV PROF LUIZ IGNACIO ANHAIA MELLO, 10",MapInfo CET,24338,,10,,2014-09-17 05:19,2,56,6048,1,0,SE2,24338.0,,CO,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-23.585962,-46.589071000000004,"AV PROF LUIZ IGNACIO ANHAIA MELLO, 10",MapInfo CET,False
366,D101400022,1,1.0,F,35,CD,F,BI,BR,8,,2014-10-22 23:27,-23.55095,-46.62856,RUA FREDERICO ALVARENGA AND RUA LOUSADA,MapInfo CET,7610,72407.0,,,2014-10-22 23:27,2,1,8499,1,0,CN3,7610.0,72407.0,CO,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,-23.550955,-46.628564000000004,RUA FREDERICO ALVARENGA X RUA LOUSADA,MapInfo CET,True
367,D101400587,1,2.0,F,35,CD,F,BI,BR,7,,2014-10-02 08:30,-23.57105,-46.69064,AV BRIG FARIA LIMA AND AV REBOUCAS,MapInfo CET,6897,16919.0,,,2014-10-02 08:30,2,15,4220,1,0,OE1,6897.0,16919.0,CO,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-23.571054,-46.690645,AV BRIG FARIA LIMA X AV REBOUCAS,MapInfo CET,True
368,D101400752,1,1.0,F,04,PD,F,BI,BR,8,,2014-10-20 15:00,-23.65527,-46.771229999999996,"RUA GASTAO RAUL DE FORTON BOUSQUET, 375",MapInfo CET,7833,,375,,2014-10-20 15:00,4,37,1136,1,0,OE3,7833.0,,AT,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-23.655274,-46.771233,"RUA GASTAO RAUL DE FORTON BOUSQUET, 375",MapInfo CET,False
369,D101400827,1,1.0,F,37,CD,F,BI,BR,5,,2014-10-05 11:15,-23.575329999999997,-46.76488,AV PROF MIGUEL FRANCHINI NETO AND RUA KIMITOSHI TIKAMI,MapInfo CET,13019,63282.0,,,2014-10-05 11:15,2,51,5098,1,0,OE2,13019.0,63282.0,CO,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-23.575339000000003,-46.764889000000004,AV PROF MIGUEL FRANCHINI NETO X RUA KIMITOSHI TIKAMI,MapInfo CET,True
370,D101400893,1,2.0,F,30,CD,F,BI,BR,5,,2014-10-29 20:50,-23.62527,-46.72705," , 1",MapInfo CET,98401,,1,,2014-10-29 20:50,2,89,9404,1,0,SO3,98401.0,,CO,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-23.625273999999997,-46.727053999999995," , 1",MapInfo CET,False
371,D101401099,1,2.0,F,55,CD,F,BI,BR,3,,2014-10-11 10:30,-23.4945,-46.70943,"AV GAL EDGAR FACO, 1455",MapInfo CET,5947,,1455,,2014-10-11 10:30,2,28,10663,1,0,NO1,5947.0,,CO,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-23.494508,-46.709435,"AV GAL EDGAR FACO, 1455",MapInfo CET,False
372,D101401365,2,1.0,F,36,PD,F,BI,BR,7,,2014-10-21 14:58,-23.54733,-46.54058,"AV CONS CARRAO, 2150",MapInfo CET,4502,,2150,,2014-10-21 14:58,4,31,6092,2,0,SE1,4502.0,,AT,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-23.547337,-46.54058,"AV CONS CARRAO, 2150",MapInfo CET,False
373,D101401814,1,2.0,F,25,CD,F,BI,BR,5,,2014-10-08 00:30,-23.49404,-46.41858,"AV MAL TITO, 2100",MapInfo CET,17820,,2100,,2014-10-08 00:30,2,22,3251,1,0,LE3,17820.0,,CO,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-23.494045,-46.418589000000004,"AV MAL TITO, 2100",MapInfo CET,False
374,D111400378,1,2.0,F,34,CD,F,BI,BR,7,,2014-11-09 17:30,-23.56506,-46.63946,"RUA VERGUEIRO, 246",MapInfo CET,19583,,246,,2014-11-09 17:30,2,36,10488,1,0,SU2,19583.0,,CO,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-23.565069,-46.639469,"RUA VERGUEIRO, 246",MapInfo CET,False
375,D111400401,1,1.0,F,16,CD,F,BI,BR,8,,2014-11-21 15:30,-23.65116,-46.60627,RUA JORGE MORAIS AND RUA JOSE PEREIRA CRUZ,MapInfo CET,64798,76119.0,,,2014-11-21 15:30,2,83,2159,1,0,SU1,64798.0,76119.0,CO,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,-23.651165,-46.606279,RUA JORGE MORAIS X RUA JOSE PEREIRA CRUZ,MapInfo CET,True
376,D111400583,1,2.0,F,27,CD,F,BI,BR,8,,2014-11-10 07:44,-23.49941,-46.74716,AV ELISIO CORDEIRO DE SIQUEIRA AND RUA OTAVIO GONCALVES MARTINS,MapInfo CET,21629,22037.0,,,2014-11-10 07:44,2,33,8033,1,0,NO1,21629.0,22037.0,CL,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-23.499416,-46.747163,AV ELISIO CORDEIRO DE SIQUEIRA X RUA OTAVIO GONCALVES MARTINS,MapInfo CET,True
377,D111400774,1,2.0,F,24,CD,F,BI,BR,8,,2014-11-30 13:40,-23.64235,-46.73658,"AV GIOVANNI GRONCHI, 7800",MapInfo CET,8000,,7800,,2014-11-30 13:40,2,89,10326,1,0,SO3,8000.0,,CO,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-23.642359,-46.736585,"AV GIOVANNI GRONCHI, 7800",MapInfo CET,False
378,D111401621,1,2.0,F,03,PS,F,BI,BR,8,,2014-11-28 16:00,-23.494429999999998,-46.40534,"RUA ABURE (ITAIM PAULISTA), 34",MapInfo CET,29648,,34,,2014-11-28 16:00,2,59,12803,1,0,LE3,29648.0,,CO,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-23.494434,-46.405345000000004,"RUA ABURE (ITAIM PAULISTA), 34",MapInfo CET,False
379,D121400420,1,1.0,F,39,CD,F,BI,BR,6,,2014-12-23 16:30,-23.59742,-46.68906,"AV DOS BANDEIRANTES, 400",MapInfo CET,19100,,400,,2014-12-23 16:30,2,96,11934,1,0,PB,19100.0,,CO,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-23.597425,-46.689065,"AV DOS BANDEIRANTES, 400",MapInfo CET,False
380,D121400463,1,1.0,F,64,PD,F,BI,BR,8,,2014-12-02 12:40,-23.56456,-46.69097,"AV PEDROSO DE MORAIS, 643",MapInfo CET,16017,,643,,2014-12-02 12:40,4,14,11407,1,0,OE1,16017.0,,AT,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-23.564569,-46.690979,"AV PEDROSO DE MORAIS, 643",MapInfo CET,False
381,D121400780,1,2.0,F,37,CD,F,BI,BR,5,,2014-12-23 21:00,-23.54403,-46.756609999999995,"AV ANTONIO DE SOUZA NOSCHESE, 403",MapInfo CET,79630,,403,,2014-12-23 21:00,2,93,9283,1,0,OE2,79630.0,,CT,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-23.544033,-46.756615999999994,"AV ANTONIO DE SOUZA NOSCHESE, 403",MapInfo CET,False
382,D121400946,1,1.0,F,23,CD,F,BI,BR,5,,2014-12-17 17:30,-23.48043,-46.58246,"RUA ANTONIO PALMIERI, 1017",MapInfo CET,1817,,1017,,2014-12-17 17:30,2,39,13116,1,0,CN2,1817.0,,CO,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-23.480435,-46.582464,"RUA ANTONIO PALMIERI, 1017",MapInfo CET,False
383,D121401056,2,2.0,F,12,PS,F,BI,BR,8,,2014-12-20 09:28,-23.491229999999998,-46.57261,"RUA JACI TOLEDO, 405",MapInfo CET,9774,,405,,2014-12-20 09:28,2,90,13215,2,0,CN2,9774.0,,CO,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-23.491229999999998,-46.572611,"RUA JACI TOLEDO, 405",MapInfo CET,False
384,D121401198,1,1.0,F,31,CD,F,BI,BR,5,,2014-12-23 16:50,-23.606720000000003,-46.56555,"RUA FRANCISCO REBELO, 1029",MapInfo CET,7545,,1029,,2014-12-23 16:50,2,42,8282,1,0,SE2,7545.0,,CO,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-23.606726000000002,-46.565559,"RUA FRANCISCO REBELO, 1029",MapInfo CET,False
385,D121401907,1,1.0,F,13,CD,M,BI,BR,3,2014-12-19,2014-12-19 16:46,-23.58015,-46.77309,"AV ANTONIO RAMIRO DA SILVA, 454",MapInfo CET,37087,,454,,2014-12-19 16:46,2,75,4254,0,1,OE2,37087.0,,CO,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-23.580157,-46.773094,"AV ANTONIO RAMIRO DA SILVA, 454",MapInfo CET,False
386,D011500152,1,2.0,F,14,CD,F,BI,BR,8,,2015-01-20 20:48,-23.544710000000002,-46.64764,RUA GAL JARDIM AND RUA AMARAL GURGEL,MapInfo CET,9969,989.0,,,2015-01-20 20:48,2,77,424,1,0,CN3,989.0,9969.0,CF,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-23.544710000000002,-46.647647,RUA GAL JARDIM X RUA AMARAL GURGEL,MapInfo CET,True
387,D011500163,1,1.0,F,35,CD,F,BI,BR,6,,2015-01-20 23:14,-23.55604,-46.66215,"AV PAULISTA, 2452",MapInfo CET,15656,,2452,,2015-01-20 23:14,2,78,600,2,0,OE1,15656.0,,CO,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-23.556045,-46.662159,"AV PAULISTA, 2452",MapInfo CET,False
388,D011501306,1,2.0,F,16,CD,F,BI,BR,3,,2015-01-26 18:40,-23.47798,-46.40718,"RUA TIETE, 01",MapInfo CET,18952,,01,,2015-01-26 18:40,2,59,180,1,0,LE3,18952.0,,CO,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,-23.477988,-46.407182,"RUA TIETE, 01",MapInfo CET,False
389,D021500257,1,2.0,F,SI,CD,F,BI,BR,8,,2015-02-10 06:30,-23.584670000000003,-46.64396,AV CONS RODRIGUES ALVES AND RUA HILDEBRANDO THOMAZ DE CARVALHO,MapInfo CET,17301,8793.0,,,2015-02-10 06:30,2,36,424,1,0,SU2,8793.0,17301.0,CF,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-23.584676,-46.643963,AV CONS RODRIGUES ALVES X RUA HILDEBRANDO THOMAZ DE CARVALHO,MapInfo CET,True
390,D021500265,1,2.0,F,29,CD,F,BI,BR,8,,2015-02-27 12:12,-23.58861,-46.64493,RUA FRANCA PINTO AND RUA AUREA,MapInfo CET,7318,2567.0,,,2015-02-27 12:12,2,36,611,1,0,SU2,2567.0,7318.0,CO,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-23.588611,-46.644939,RUA FRANCA PINTO X RUA AUREA,MapInfo CET,True
391,D021500359,1,2.0,F,19,CD,F,BI,BR,6,,2015-02-24 06:30,-23.56148,-46.6738,"AV REBOUCAS, 1278",MapInfo CET,16919,,1278,,2015-02-24 06:30,2,14,1648,1,0,OE1,16919.0,,CO,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-23.561488,-46.673809000000006,"AV REBOUCAS, 1278",MapInfo CET,False
392,D021501266,1,2.0,F,SI,PS,F,BI,BR,8,,2015-02-21 23:00,-23.48509,-46.47951,"RUA DR ASSIS RIBEIRO, 8650",MapInfo CET,2429,,8650,,2015-02-21 23:00,2,62,1792,2,0,LE1,2429.0,,CO,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-23.48509,-46.479517,"RUA DR ASSIS RIBEIRO, 8650",MapInfo CET,False
393,D021501516,1,1.0,F,18,CD,M,BI,BR,5,2015-02-09,2015-02-09 11:45,-23.47769,-46.68531,"AV JOAO PAULO I, 1164",MapInfo CET,34562,,1164,,2015-02-09 11:45,2,28,656,0,1,NO2,34562.0,,CO,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-23.477693,-46.685311,"AV JOAO PAULO I, 1164",MapInfo CET,False
394,D031500537,1,2.0,F,28,CD,F,BI,BR,7,,2015-03-28 00:00,-23.52844,-46.66948,"AV FRANCISCO MATARAZZO, 750",MapInfo CET,7491,,750,,2015-03-28 00:00,2,23,1360,1,0,NO1,7491.0,,CO,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,-23.528445,-46.669488,"AV FRANCISCO MATARAZZO, 750",MapInfo CET,False
395,D031500549,1,1.0,F,37,CD,F,BI,BR,7,,2015-03-08 14:10,-23.54447,-46.685159999999996,RUA APINAJES AND RUA DR PAULO VIEIRA,MapInfo CET,1942,15790.0,0,,2015-03-08 14:10,2,23,2063,1,0,NO1,1942.0,15790.0,CO,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,-23.544473999999997,-46.685165999999995,RUA APINAJES X RUA DR PAULO VIEIRA,MapInfo CET,True
396,D031500551,1,1.0,F,39,CD,F,BI,BR,7,,2015-03-17 17:55,-23.5455,-46.69188,"RUA HEITOR PENTEADO, 1450",MapInfo CET,8615,,1450,,2015-03-17 17:55,2,23,2432,1,0,OE1,8615.0,,CO,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,-23.545504,-46.691881,"RUA HEITOR PENTEADO, 1450",MapInfo CET,False
397,D031500813,1,2.0,F,SI,CD,F,BI,BR,8,,2015-03-14 23:40,-23.55605,-46.740840000000006,"RUA STO EURILO, 99",MapInfo CET,6802,,99,,2015-03-14 23:40,2,93,1713,1,0,OE2,6802.0,,CF,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-23.556058,-46.740846000000005,"RUA STO EURILO, 99",MapInfo CET,False
